상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
인타 라인 버튼 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61004&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm9%2FW1o%3D,"세련된 라인 배색에 흔하지 않게
고급스러운 분위기로 브랜드 감성 가득한!
(2color)",,,34500,,20,"rgb(226, 222, 207);, rgb(0, 0, 0);",조끼
스트라이프 반집업 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59846&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bmt3Vg%3D%3D,"간편하게 슥 걸쳐주어도 세련된 포인트
톡톡한 짜임,세심한 디테일로 완성도 굿
(3color)",,,27000,,7,"rgb(138, 138, 114);, rgb(213, 209, 200);, rgb(18, 16, 27);",조끼
케이런 버튼 울 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59231&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bmp9W1Q%3D,밋밋한 룩에 센스있게 레이어드하기 굿! 포근하게 보온성도 톡톡히 챙겨 드려요 (4color),,,36000,,126,"rgb(177, 164, 147);, rgb(118, 91, 76);, rgb(0, 0, 0);, rgb(235, 159, 145);",조끼
브레잇 V넥 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55841&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm1%2FW1U%3D,"보온성은 물론 그날의 코디에
은은한 포인트가 되어주는 니트 베스트-
(4color)",,,23500,,199,"rgb(206, 190, 174);, rgb(181, 186, 180);, rgb(173, 169, 168);, rgb(0, 0, 0);",조끼
발칸 숄라인 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62763&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bml0W11E,"페미닌하면서 세련된 분위기의 니트 숄조끼
단독으로도 좋고 아우터 속 레이어드하기에도 좋아요!
(3color)",,,27000,,7,"rgb(242, 239, 235);, rgb(166, 166, 166);, rgb(42, 49, 74);",조끼
모던 하이넥 울 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62666&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=a2d3UF0%3D,"울20%★ 따뜻하게 감싸주는 하이넥으로
실용성과 멋스러움을 챙긴 울 니트 조끼
(3color)",,,23000,,1,"rgb(245, 239, 218);, rgb(71, 71, 71);, rgb(0, 0, 0);",조끼
로니 폴라 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62613&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm19W11G,"보온성+스타일 UP!
유용하게 활용하기 좋은 니트조끼
(4color)",,,23500,,4,"rgb(235, 229, 218);, rgb(51, 40, 34);, rgb(135, 137, 140);, rgb(0, 0, 0);",조끼
하이넥 니트 집업 베스트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62618&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=am53UF8%3D,"멋스러운 무드의 하이넥+집업 디자인으로
다양하게 스타일링하기 좋은 니트 베스트
(4color)",,,22000,,3,"rgb(252, 249, 240);, rgb(240, 201, 203);, rgb(128, 134, 135);, rgb(0, 0, 0);",조끼
피셔 후드 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62465&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=a2Z3UFg%3D,"니트X패딩 배색으로 이지한듯 세련된 무드!
휘뚜루마뚜루 데일리로 즐겨보세요 :)
(4color)",,42500,25500,40,20,"rgb(242, 236, 223);, rgb(184, 176, 156);, rgb(130, 130, 130);, rgb(0, 0, 0);",조끼
프렌치 맥 브이넥 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61625&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm98W11B,"매일 똑같은 니트 베스트가 질리신 분들께,
보색의 컬러배색이 유니크한 니트베스트 추천 :)
(2color)",,,22800,,21,"rgb(207, 124, 162);, rgb(62, 89, 66);",조끼
주느 레터링 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61616&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=Z2l3UFo%3D,"레터링 포인트로 레이어드하기 좋고
체형커버까지 완벽한 활용도 높은 니트 조끼
(3color)",,,21000,,38,"rgb(235, 234, 225);, rgb(40, 48, 71);, rgb(106, 158, 217);",조끼
앤디 피셔 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61565&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=aW93UFs%3D,"울50% 하나만 레이어드해도 훈훈한 느낌
드롭숄더로 어깨라인 커버까지 세련된 핏
(3color)",,,38000,,3,"rgb(245, 242, 235);, rgb(189, 179, 159);, rgb(230, 186, 201);",조끼
아모르 후드 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61562&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=a253UFQ%3D,"인스타 문의 폭주 깔별추천!
도톰하고 부드러운 니트로 활용도 굿굿♥
(4colors)",,,26500,,71,"rgb(0, 0, 0);, rgb(110, 110, 110);, rgb(219, 178, 175);, rgb(212, 207, 182);",조끼
시슬 패턴 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61547&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=amx3UFU%3D,"쉽게 보기힘든 고급스러운 니트 문양
브랜드 스타일로 고급진 세미룩에 너무 예뻐요
(3color)",,,28500,,9,"rgb(181, 173, 168);, rgb(82, 69, 64);, rgb(0, 0, 0);",조끼
체크 브러쉬 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61524&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=aW53U1w%3D,"도톰하고 유연한 니트로 레이어드에 굿
화사한 색감이 칙칙한 겨울 포인트!
(3color)",,,31000,,39,"rgb(247, 246, 245);, rgb(15, 19, 38);, rgb(112, 112, 112);",조끼
메탈 버튼 메리노 울 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61384&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=Z253U10%3D,"은은하게 반짝이는 메탈사로 고급스러워
과하지 않게 포인트 주기 좋아요
(3color)",,,54000,,6,"rgb(204, 201, 190);, rgb(163, 163, 163);, rgb(0, 0, 0);",조끼
부클 울 브이넥 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59643&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm59W15G,"몽글몽글 부클리한 소재로 포근한 착용감
밋밋한 룩에 포인트있게 매치하기 좋아요
(2color)",,41800,29200,30,0,"rgb(167, 97, 134);, rgb(177, 172, 146);",조끼
캐시 폴라 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59245&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=ZmV%2FUg%3D%3D,어디에나 멋스럽게 레이어드하기 좋아요 옆버튼 포인트! 자극없는 포근한 소재 (3color),,,32500,,46,"rgb(181, 181, 181);, rgb(183, 166, 150);, rgb(0, 0, 0);",조끼
꽈배기 캐시 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=57561&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=aGt3U1g%3D,"어깨라인 커버되어 결점보완템!
캐시미어 혼용으로 남다른 터치감
(3color)",,,29000,,48,"rgb(187, 173, 161);, rgb(50, 36, 23);, rgb(0, 0, 0);",조끼
레오디 폭스 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=57324&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bm14W15B,"폭스+메리노울로 세련된 분위기
밋밋한 룩에 가볍게 포인트!
(5color)",,,32500,,17,"rgb(195, 190, 184);, rgb(162, 163, 159);, rgb(146, 135, 127);, rgb(69, 79, 69);, rgb(87, 70, 59);",조끼
로베 후드 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62499&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049003&search=&GfDT=bWl3U1o%3D,"탄탄하면서도 초롬하게 떨어지는 핏
고상한무드의 니트 베스트로 세미룩에 추천!
(2color)",,,,,1,"rgb(240, 235, 221);, rgb(0, 0, 0);",조끼
