상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
로우 홀가먼트 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62695&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx%2BW15A,"화사한 컬러 구성, 군더더기없이 심플하고 간결한
올봄 데일리하게 활용하기 좋은 V넥 니트 강추!
(7color)",,,31000,,16,"rgb(255, 255, 255);, rgb(235, 233, 211);, rgb(242, 203, 224);, rgb(214, 140, 129);, rgb(212, 186, 212);, rgb(182, 206, 212);, rgb(0, 0, 0);",니트
메르시 래글런 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61791&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=amp3U1k%3D,"파스텔 톤의 3가지 컬러♡ 데일리 웨어로
활용도 높은 하프 슬리브의 나글랑 스웨터 :)
(3color)",,,23000,,32,"rgb(219, 221, 217);, rgb(212, 168, 182);, rgb(176, 189, 208);",니트
데이즈 캐시 골지 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62431&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=aG93U1o%3D,"캐시미어가 블렌딩되어 부드러운 촉감과 유연한 텍스쳐!
일상에서 휘뚜루마뚜루~다양한 룩에 즐겨주세요 :)
(9color)",,,22000,,62,"rgb(250, 250, 245);, rgb(222, 216, 197);, rgb(117, 117, 117);, rgb(0, 0, 0);, rgb(242, 208, 224);, rgb(237, 183, 152);, rgb(247, 239, 195);, rgb(222, 197, 230);, rgb(220, 237, 245);",니트
커프스 버튼 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61606&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bG13U1s%3D,"지금부터 입기 좋은 편안하고 부드러운 니트
군더더기 없이 깔끔한 실루엣의 데일리 템♥
(7color)",,,22800,,39,"rgb(0, 0, 0);, rgb(186, 215, 222);, rgb(250, 250, 250);, rgb(158, 158, 158);, rgb(245, 236, 179);, rgb(230, 165, 210);, rgb(242, 238, 225);",니트
로렌 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55138&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmt8W15M,"충분한 길이감 데일리로 활용 만점!
비스코스 혼방, 기분좋은 착용감
(9color)",,,24500,,506,"rgb(255, 255, 255);, rgb(193, 181, 163);, rgb(154, 167, 177);, rgb(179, 148, 168);, rgb(162, 162, 162);, rgb(0, 0, 0);, rgb(219, 182, 166);, rgb(77, 70, 64);, rgb(43, 43, 43);",니트
마드모아 파인메리노울 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61691&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmh9W15N,"(안티필링+파인메리노울) 여리한 쇄골라인을 연출해주는
페미닌한 실루엣의 매력적인 니트 ♥
(4color)",,,34500,,8,"rgb(0, 0, 0);, rgb(235, 202, 235);, rgb(235, 232, 228);, rgb(106, 112, 98);",니트
칸토 라글란 후드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62828&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bm19W19E,"니트가 주는 고급감과 후드가 주는 캐주얼 무드를 동시에
망토를 걸친 것 같은 아방하니 귀여운 핏의 후드 니트
(3color)",,,28500,,2,"rgb(235, 231, 206);, rgb(218, 186, 222);, rgb(17, 34, 66);",니트
스프링 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62845&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=a2V%2BUA%3D%3D,"매일 필요한 베이직 라인, 기본 라운드 니트!
민감한 피부에 더 부드럽게 착용하기 좋은 원사
(7color)",,19800,17800,10,16,"rgb(250, 249, 242);, rgb(178, 199, 217);, rgb(224, 240, 223);, rgb(237, 113, 78);, rgb(33, 64, 191);, rgb(84, 84, 84);, rgb(0, 0, 0);",니트
버블 스트라이프 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62817&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=Zmd3Ul4%3D,"산뜻한 배색감의 스트라이프 패턴 니트
멀티 패턴으로 하나만 입어도 포인트룩 완성!
(3color)",,,25000,,12,"rgb(171, 199, 219);, rgb(199, 171, 199);, rgb(40, 49, 69);",니트
해피아우어 후드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62791&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmp%2FW19H,"큼지막한 로고 배색이 예쁜 데일리용 후드 니트
낙낙한 핏감에 그냥 툭 떨어지는 핏으로 편안한 착용
(3color)",,,25000,,5,"rgb(240, 197, 222);, rgb(16, 33, 74);, rgb(117, 117, 117);",니트
르네 보트넥 돌먼 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62770&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=Z2p3Ulg%3D,"보트넥 디자인에 돌먼핏으로 여리여리하게♡
캐시미어 함유로 부드럽고 포근한 니트 소재
(4coolor)",,,38500,,5,"rgb(235, 230, 213);, rgb(196, 185, 167);, rgb(128, 128, 128);, rgb(0, 0, 0);",니트
케이블 카라 비스코스 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62768&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx6W19B,"부드러운 비스코스소재로 포근하게 즐끼는 데일리 니트
깔끔한 카라넥으로 화사하 게즐기는 나만의 데일리룩~",,,25000,,5,"rgb(161, 176, 181);, rgb(0, 0, 0);, rgb(148, 148, 148);, rgb(237, 234, 228);",니트
에블린 펄배색 후드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62766&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx4W19D,"은은하게 반짝이는 펄배색 라인으로 세련된 포인트
오픈 가능한 단작 디자인에 골드 버튼으로 고급미
(3color)",,,27000,,1,"rgb(247, 247, 247);, rgb(227, 200, 227);, rgb(31, 30, 31);",니트
[MADE] 어베인 홀가먼트 터틀넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62378&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmp0W19M,"따스한 울100% 부드러운 신축성으로 답답함 없는
베이직한 실루엣의 #홀가먼트 롱 터틀넥 ♡
(8color)",,,34500,,36,"rgb(250, 249, 242);, rgb(217, 210, 199);, rgb(82, 43, 12);, rgb(61, 44, 21);, rgb(84, 84, 84);, rgb(159, 194, 212);, rgb(235, 192, 211);, rgb(235, 233, 195);",니트
[MADE] 어베인 홀가먼트 하프넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62377&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=a2d3UlU%3D,"기분좋은 폭닥폭닥 울100% #홀가먼트 니트!
가성비+가심비 모두 채운 하프 터틀넥♡
(7color)",,,32500,,28,"rgb(245, 244, 233);, rgb(199, 174, 137);, rgb(64, 41, 30);, rgb(94, 59, 19);, rgb(94, 94, 94);, rgb(155, 192, 222);, rgb(205, 217, 95);",니트
[MADE] 라레 쥬얼리 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61679&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx4W1w%3D,"(코튼50%) 쾌적하고 산뜻한 착용감♥
쥬얼리 포인트로 걸치기만 해도 스타일 UP!
(3color)",,,54000,,7,"rgb(0, 0, 0);, rgb(235, 181, 209);, rgb(237, 236, 218);",니트
누보 세일러카라 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61653&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=Z253UA%3D%3D,"귀여운 세일러 카라 디자인의 부드러운
니트 스웨터 추천드려요!
(3color)",,27000,18900,30,2,"rgb(31, 25, 36);, rgb(113, 148, 173);, rgb(245, 244, 237);",니트
네스티 베이직 폴라 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61214&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=amV%2F,"까슬함 전혀 없는 부드러운 니트 소재+깔끔한 핏감에
매일 같이 함께 하기 좋은 데일리 템이에요
(4color)",,,28500,,43,"rgb(240, 239, 233);, rgb(157, 158, 160);, rgb(119, 142, 135);, rgb(99, 89, 75);",니트
네스티 반폴라 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61165&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx0W18%3D,"컬러별로 쟁이기 넘 좋은 ! 보들보들 톡톡하게
단독으로 이너로 활용도 굿
(6color)",,,28500,,77,"rgb(235, 230, 223);, rgb(108, 127, 119);, rgb(70, 64, 52);, rgb(76, 74, 78);, rgb(0, 0, 0);, rgb(255, 201, 201);",니트
루나 자수포인트 루즈핏 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61096&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bW53VQ%3D%3D,"흔하지 않은 자수 포인트가 세련되게 돋보이는!
여유핏으로 누구나 입어주기 좋아요
(3color)",,,26500,,51,"rgb(0, 0, 0);, rgb(247, 247, 245);, rgb(235, 229, 211);",니트
로렌 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55024&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=Z2Z3VA%3D%3D,"봄에 더 잘입어질 V넥+둥근 밑단
비스코스 혼방으로 맨살에도 부들부들
(7color)",,,24500,,328,"rgb(255, 255, 255);, rgb(237, 213, 237);, rgb(235, 211, 211);, rgb(66, 66, 66);, rgb(161, 182, 191);, rgb(140, 140, 140);, rgb(0, 0, 0);",니트
쿨 찰랑 여리핏 캡소매 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62154&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=aW13Vw%3D%3D,"시원하고 매끄러운 텍스처의 니트 !
단독 or 이너로 활용하기 좋은 디자인
(4color)",,17800,12400,30,6,"rgb(0, 0, 0);, rgb(56, 42, 31);, rgb(240, 238, 230);",니트
[MADE] 쿨터치 베이직 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61894&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmZ3Vg%3D%3D,"찹찹한 RN사로 가볍고 쾌적하게!
베이직한 라인에 고급스러운 무드까지~
(7color / 1,2)",,,22500,,216,"rgb(255, 255, 255);, rgb(240, 182, 202);, rgb(236, 240, 180);, rgb(80, 183, 235);, rgb(95, 102, 80);, rgb(21, 36, 64);, rgb(0, 0, 0);",니트
단추 카라 캡소매 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60699&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bm91W1Q%3D,"시원한 쿨링감이 전해지는 비스코스 니트 !
부담없이 깔끔하게 즐기기 좋은 디자인 ♥
(4color)",,,25000,,59,"rgb(0, 0, 0);, rgb(61, 49, 35);, rgb(255, 255, 255);, rgb(147, 152, 122);",니트
제드 캡소매 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58781&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bml1W1U%3D,"고슬고슬~하고 매끄러운 텍스처의 니트 !
깔끔한 디자인이라 높은 활용도의 아이템
(5color) *민트 5/10(월) 입고예정*",,,23500,,62,"rgb(176, 197, 192);, rgb(104, 125, 156);, rgb(228, 219, 202);, rgb(95, 83, 71);, rgb(0, 0, 0);",니트
라글란 비스코스 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53709&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bm50W11E,"극찬이 자자한 소프트한 촉감!
간절기 베스트, 2컬러 이상 소장추천
(10color)",,,25000,,338,"rgb(204, 193, 173);, rgb(208, 166, 154);, rgb(158, 158, 160);, rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(159, 176, 184);, rgb(112, 142, 144);, rgb(238, 229, 179);, rgb(221, 57, 128);, rgb(172, 156, 192);",니트
모노블 V넥 스트라이프 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58682&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=Z2x3UF0%3D,"고슬고슬~시원하게 쿨링감이 전해지는!
갑갑함 없는 v넥에 세련된 스트라이프 패턴
(3color)",,,27000,,59,"rgb(226, 226, 224);, rgb(11, 45, 132);, rgb(15, 15, 15);",니트
바인드 배색 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56725&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bGp3UF4%3D,디자인&원단 모두 고급지게 핏 정말 예쁜 썸머 니트에요 (3color),,,28500,,75,"rgb(255, 255, 255);, rgb(189, 172, 154);, rgb(0, 0, 0);",니트
베리유 루즈핏 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62386&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=amZ3UF8%3D,"톡톡하면서 부드러운 소재감으로
여리여리한 루즈핏이 매력적인 니트
(5color)",,,31000,,11,"rgb(207, 187, 161);, rgb(252, 133, 13);, rgb(129, 186, 227);, rgb(125, 125, 125);, rgb(0, 0, 0);",니트
캐시미어 니트 케이프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62397&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bm53UFg%3D,"울 80%와 캐시미어가 블렌딩되어
고급스러움이 뚝뚝 묻어나오는 케이프니트
(3color)",,,76000,,3,"rgb(217, 213, 204);, rgb(252, 252, 247);, rgb(0, 0, 0);",니트
울 블렌딩 니트 가디건 세트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62375&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmp8W11B,"까슬거림 하나 없는 프리미엄울 30%~
여리여리한 페미닌 무드의 니트 세트템♡
(3color)",,53500,33500,37,1,"rgb(209, 204, 194);, rgb(171, 171, 171);, rgb(0, 0, 0);",니트
브러쉬 헤어리 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62367&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bml9W11C,"풍성한 헤어감의 몽글몽글한 텍스쳐
컬러감 완전 예쁘죠
(4color)",,38000,26600,30,6,"rgb(217, 9, 130);, rgb(6, 117, 56);, rgb(224, 216, 204);, rgb(171, 171, 171);",니트
모이스트 7부 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62315&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmt1W11D,"비스코스 혼용 소재로 촉촉한 터치감
심플하면서 여성스러운 무드의 7부 니트
(4color)",,,25000,,28,"rgb(245, 242, 237);, rgb(163, 163, 163);, rgb(51, 57, 77);, rgb(0, 0, 0);",니트
[MADE] 앤드 메리노울 폴라 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62308&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049001&search=&GfDT=bmx8W11M,"쪼임 없이 편안한 ♡ 메리노울 터틀넥
활용도 만점 가을/겨울 기본니트 !
(1,2 / 6color)",,26800,16000,40,125,"rgb(242, 241, 235);, rgb(199, 194, 185);, rgb(94, 70, 58);, rgb(20, 54, 30);, rgb(94, 94, 94);, rgb(0, 0, 0);",니트
