상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
루비 V넥 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62975&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmt7W1o%3D,"내추럴한 핏으로 여유있게 입기 좋은 니트 가디건
부드러운 촉감에 세련된 핏으로 단독으로 강추~
(3color)",,,32500,,3,"rgb(240, 237, 233);, rgb(97, 151, 212);, rgb(0, 0, 0);",KNIT
세라카라 투웨이 니트 집업,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62912&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aWl3Vg%3D%3D,"찹찹하고 쿨링감 있는 실크 블랜딩 니트원사
입으면 무조건 반사이즈 날씬해보여요!
(4color)",,,28000,,0,"rgb(255, 255, 255);, rgb(245, 211, 220);, rgb(184, 217, 230);, rgb(0, 0, 0);",KNIT
더블 레이어드 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62922&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bW93WA%3D%3D,"하나로 완성되는 레이어드 스타일의 니트 가디건
데일리룩, 출근룩, 포인트룩 만능템!
(5color)",,,27000,,5,"rgb(227, 188, 227);, rgb(242, 230, 182);, rgb(191, 225, 242);, rgb(255, 255, 255);, rgb(0, 0, 0);",KNIT
로티 단가라 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61675&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aGl3UFw%3D,"입체감이 느껴지는 촘촘한 짜임새로
세련된 포인트가 되어 주는 아이템이에요
(2color)",,54000,37800,30,11,"rgb(0, 0, 0);, rgb(97, 170, 207);",KNIT
스팽글 니트 뷔스티에,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62869&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aGl3UF0%3D,"반짝반짝 스팽글과 글리터 원사의 뷔스티에
지금부터 초여름까지 다양한 이너와 활용 굿
(2color)",,,36000,,0,"rgb(191, 179, 151);, rgb(0, 0, 0);",KNIT
델 가오리핏 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62955&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bWV8Uw%3D%3D,"미운 팔뚝살 라인이 고민이셨던 분들께 강추드려요!
가슬한 원사로 지금부터 여름까지 쭉~ 활용
(3color)",,,36000,,5,"rgb(252, 248, 230);, rgb(158, 145, 134);, rgb(0, 0, 0);",KNIT
세라 스트라이프 니트가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61855&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm58W11A,"얼굴 작아보이는 V넥에
세라카라 디자인으로 걸리쉬한 무드♡
(2color)",,,27000,,1,"rgb(34, 33, 46);, rgb(237, 237, 237);",KNIT
앙쥬 후드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61781&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bGl3UFk%3D,"산뜻한 착용감이 돋보이는 비스코스 소재의
후드니트♡ 여리핏 완성되는 예쁜 아웃핏 :)
(4color)",,,25000,,12,"rgb(0, 0, 0);, rgb(213, 237, 236);, rgb(235, 188, 212);, rgb(250, 250, 242);",KNIT
큐빅하트 배색 7부 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62931&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bGh3UFo%3D,"레이온 소재의 얇고 부드러운 터치감
미니멀한 세일러 카라 배색에 깔끔한 핏
(2color)",,,39800,,4,"rgb(255, 255, 252);, rgb(34, 36, 54);",KNIT
디어린 스퀘어넥 나시,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60303&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=b2V8Vg%3D%3D,"촘촘한 니트짜임으로 짱짱하게
군살 도드라짐 없이 퀄리티 굿!
(6color)",,,32500,,62,"rgb(247, 247, 247);, rgb(0, 0, 0);, rgb(69, 61, 40);",KNIT
스팽글 볼륨 카라 7부 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62930&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aWt3UFQ%3D,"잔잔한 펄사와 미니 스팽글이 더해진 원사로
얼굴을 화사하게 밝혀주는 니트에요
(3color)",,,47500,,1,"rgb(247, 245, 240);, rgb(224, 202, 224);, rgb(157, 180, 199);",KNIT
릴리 V넥 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62926&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aWd3UFU%3D,"부드럽고 유연한 캐시 블렌딩 소재-
단정하면서 여성스러운 무드의 가디건
(6color)",,,32500,,3,"rgb(250, 247, 240);, rgb(255, 230, 232);, rgb(232, 180, 158);, rgb(216, 237, 240);, rgb(217, 191, 217);, rgb(0, 0, 0);",KNIT
셀론 캐시 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62896&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aW93U1w%3D,"양옆 슬릿과 루즈한 핏으로 심플한 포인트~
편안한 듯 멋스럽게 데일리로 활용하기 좋은 니트
(5color)",,,28500,,8,"rgb(255, 255, 255);, rgb(240, 201, 217);, rgb(255, 250, 212);, rgb(224, 245, 255);, rgb(0, 0, 0);",KNIT
리린 스트라이프 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58981&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=amZ3U10%3D,"디테일컷만으로 라방에서 주문폭주!
볼륨감있는 니트로 부드럽게 터치감도 굿
(2color)",,,28500,,358,"rgb(245, 244, 242);, rgb(0, 0, 0);",KNIT
플랫 스트라이프 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62872&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Zm13U14%3D,"탁- 떨어지는 클린한 핏에 깔끔한 스트라이프 패턴!
캐쥬얼하면서 클래식한 무드의 니트 가디건♡
(2color)",,,32500,,1,"rgb(235, 202, 226);, rgb(0, 0, 0);",KNIT
[MADE] 모어 레이어드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62892&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=a213U18%3D,"이너와 가디건을 하나로 끝내는 레이어드 디자인!
여유있게 파인 넥라인으로 슬림한 실루엣
(3color)",,,36000,,19,"rgb(250, 239, 185);, rgb(185, 231, 240);, rgb(19, 45, 84);",KNIT
르베니 양두 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55801&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=a2d3U1g%3D,"보기만해도 여성스러운 느낌 가득~
부드럽고 여유로운 핏으로 누구나 굿
(5color)",,,28500,,160,"rgb(203, 149, 149);, rgb(184, 170, 159);, rgb(199, 199, 199);, rgb(255, 255, 255);, rgb(0, 0, 0);, rgb(64, 128, 48);",KNIT
라운드 비스코스 반팔 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59917&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bWx3U1s%3D,"데일리로 딱 입기 좋은 기본 핏
돌돌이넥으로 내추럴한 니트~
(8color)",,,21500,,73,"rgb(255, 255, 255);, rgb(199, 232, 235);, rgb(237, 178, 212);, rgb(232, 216, 165);, rgb(242, 238, 230);, rgb(30, 32, 79);, rgb(145, 145, 145);, rgb(0, 0, 0);",KNIT
스프링 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62845&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmx8W15M,"매일 필요한 베이직 라인, 기본 라운드 니트!
민감한 피부에 더 부드럽게 착용하기 좋은 원사
(7color)",,19800,17800,10,16,"rgb(250, 249, 242);, rgb(178, 199, 217);, rgb(224, 240, 223);, rgb(237, 113, 78);, rgb(33, 64, 191);, rgb(84, 84, 84);, rgb(0, 0, 0);",KNIT
[1+1] 레터 브이넥 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61768&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=a2h3U1U%3D,"봄하면 딱 떠오르는 싱그러운 컬러부터 베이직한
컬러까지 다 갖춘 가디건:)♡
(6color)",,,22800,,55,"rgb(0, 0, 0);, rgb(255, 255, 250);, rgb(235, 230, 213);, rgb(107, 176, 162);, rgb(240, 197, 225);, rgb(110, 110, 110);",KNIT
스프링부클 루즈가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61824&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm18W19E,"가디건의 계절!
봄을 알리는 산뜻한 가디건 준비했어요♡
(4color)",,,25000,,20,"rgb(228, 227, 223);, rgb(185, 175, 207);, rgb(183, 196, 212);, rgb(19, 19, 29);",KNIT
트리아 레이스 반짚업 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60952&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aWd3Ul0%3D,"감각적인 레이스 디테일이 브랜드st로
흔하지 않게 고급스러운 매력 톡톡한!",,39800,27800,30,13,"rgb(245, 242, 233);, rgb(0, 0, 0);",KNIT
배색 레이어드 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62818&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=a213Ul4%3D,"배색+레이어드 포인트로 센스있는 룩 완성!
차분하고 깔끔한 인상 심어드릴 니트 가디건
(3color)",,,31000,,1,"rgb(240, 192, 201);, rgb(247, 245, 240);, rgb(184, 184, 184);",KNIT
H골드 버튼 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62788&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Zmp3Ul8%3D,"세련된 골드 버튼으로 고급스럽고 단정한 니트
부드러운 비스코스 혼방소재로 착용감도 퍼펙트 :)
(4color)",,,22800,,6,"rgb(240, 240, 233);, rgb(209, 205, 192);, rgb(219, 184, 184);, rgb(0, 0, 0);",KNIT
로우 홀가먼트 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62696&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm1%2BW19A,"봄을 앞둔 시점, 화사하고 따스한 데일리 니트 찾으시나요~
입는 순간 느껴지는 마법같은 부드러움의 홀가먼트 니트!
(5color)",,,31000,,17,"rgb(235, 235, 235);, rgb(227, 195, 221);, rgb(245, 234, 149);, rgb(227, 158, 109);, rgb(130, 166, 181);, rgb(204, 157, 204);, rgb(0, 0, 0);",KNIT
리버 셔츠 카라 배색 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62785&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmt9W19B,"배색 카라 디자인으로 깔끔하게 착용 가능한 니트
은은하게 반짝이는 펄사와 자수 로고로 세련 무드
(3color)",,,22800,,12,"rgb(245, 244, 240);, rgb(138, 138, 138);, rgb(27, 35, 51);",KNIT
쥬뗌 카라 집업 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62787&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm97W19C,"단품&아우터,다양하게 즐기기 좋은 니트웨어
지퍼 오픈&클로징으로 다양한 스타일링 OK!
(3color)",,,31000,,1,"rgb(245, 241, 233);, rgb(193, 224, 224);, rgb(22, 29, 66);",KNIT
[MADE] 리앙 메리노울 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59668&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Zml3Uls%3D,"얇고 포근하며 내구성 좋은 메리노울
여성스러운 무드로 즐기는 V넥 디자인
(4color)",,25800,12900,50,161,"rgb(184, 143, 181);, rgb(247, 245, 247);, rgb(169, 155, 146);, rgb(133, 145, 161);",KNIT
앤비 셔츠카라 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62864&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmp1W19M,"셔츠와 가디건이 만나 하나로 끝나는 레이어드템
깔끔하게 잘 챙겨입은 듯한 느낌을 주는 니트 가디건
(3color)",,,25000,,5,"rgb(255, 255, 255);, rgb(107, 107, 107);, rgb(13, 25, 51);",KNIT
세인트 라인 집업 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62765&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Zmt3UlU%3D,"지금부터 간절기내내 활용하기 좋은 니트 집업!
깔끔한 배색라인으로 세미캐주얼룩 완성
(3color)",,,34500,,5,"rgb(245, 237, 223);, rgb(181, 181, 181);, rgb(32, 31, 66);",KNIT
로우 홀가먼트 V넥 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62695&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bW93UQ%3D%3D,"화사한 컬러 구성, 군더더기없이 심플하고 간결한
올봄 데일리하게 활용하기 좋은 V넥 니트 강추!
(7color)",,,31000,,16,"rgb(255, 255, 255);, rgb(235, 233, 211);, rgb(242, 203, 224);, rgb(214, 140, 129);, rgb(212, 186, 212);, rgb(182, 206, 212);, rgb(0, 0, 0);",KNIT
코르셀 V넥 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62866&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm53UA%3D%3D,"[모달 블렌딩] 분위기를 살리는 페미닌한 가디건♡
너 살 빠졌어?소리 절로 듣게 되실거에요~
(5color)",,,32500,,3,"rgb(252, 251, 247);, rgb(247, 225, 168);, rgb(153, 153, 153);, rgb(23, 28, 66);, rgb(0, 0, 0);",KNIT
베이직 하찌 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62861&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aGx3Uw%3D%3D,"미니멀한 디자인에 폭넓은 다양한 컬러웨이!
일상에서 두고두고 예쁘게 즐겨주세요♡
(7color)",,,27000,,3,"rgb(255, 255, 255);, rgb(240, 231, 194);, rgb(224, 186, 224);, rgb(177, 217, 224);, rgb(255, 0, 0);, rgb(18, 65, 219);, rgb(0, 0, 0);",KNIT
쉘 스트랩 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62824&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Z2d3Ug%3D%3D,"단독으로 입었을 때 가장 예쁜, 가디건!
밑단 스트링으로 원하는 아웃핏 연출 가능
(3color)",,,31000,,4,"rgb(250, 249, 247);, rgb(135, 135, 135);, rgb(18, 28, 46);",KNIT
데이즈 캐시 골지 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62431&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmt0W1g%3D,"캐시미어가 블렌딩되어 부드러운 촉감과 유연한 텍스쳐!
일상에서 휘뚜루마뚜루~다양한 룩에 즐겨주세요 :)
(9color)",,,22000,,62,"rgb(250, 250, 245);, rgb(222, 216, 197);, rgb(117, 117, 117);, rgb(0, 0, 0);, rgb(242, 208, 224);, rgb(237, 183, 152);, rgb(247, 239, 195);, rgb(222, 197, 230);, rgb(220, 237, 245);",KNIT
스프링 세일러 니트 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62867&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm59W1k%3D,"밀도높은 짜임으로 자켓처럼 깔끔하게 떨어지는 가디건!
세일러 카라 디자인으로 봄시즌 기분전환 하기 좋아요♡
(3color)",,,34500,,2,"rgb(250, 248, 242);, rgb(242, 223, 242);, rgb(41, 43, 59);",KNIT
커프스 버튼 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61606&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bG53Vw%3D%3D,"지금부터 입기 좋은 편안하고 부드러운 니트
군더더기 없이 깔끔한 실루엣의 데일리 템♥
(7color)",,,22800,,39,"rgb(0, 0, 0);, rgb(186, 215, 222);, rgb(250, 250, 250);, rgb(158, 158, 158);, rgb(245, 236, 179);, rgb(230, 165, 210);, rgb(242, 238, 225);",KNIT
스트라이프 스카시 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60084&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bWp3Vg%3D%3D,"내추럴하면서도 여릿한 스카시 짜임
여름까지 쭉-즐기기좋은 라이트한 착용감
(3color)",,,26500,,43,"rgb(233, 245, 247);, rgb(219, 216, 208);, rgb(0, 0, 0);",KNIT
피셔 브이넥 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59853&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=amp3WQ%3D%3D,"톡톡한 피셔맨 짜임으로 센스있게 포인트
백라인 부담없는 언발길이로 체형커버 굿
(4color)",,,14800,,71,"rgb(245, 242, 235);, rgb(212, 176, 176);, rgb(159, 181, 174);, rgb(0, 0, 0);",KNIT
로렌 라운드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55138&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=Z2V0,"충분한 길이감 데일리로 활용 만점!
비스코스 혼방, 기분좋은 착용감
(9color)",,,24500,,506,"rgb(255, 255, 255);, rgb(193, 181, 163);, rgb(154, 167, 177);, rgb(179, 148, 168);, rgb(162, 162, 162);, rgb(0, 0, 0);, rgb(219, 182, 166);, rgb(77, 70, 64);, rgb(43, 43, 43);",KNIT
라운드 비스코스 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53718&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmp3UFw%3D,"기분좋게 착용되는 부드러운 촉감
베이직해서 여러장 쟁이면 활용도 좋아요
(8color)",,,23500,,184,"rgb(255, 255, 255);, rgb(186, 245, 245);, rgb(235, 228, 160);, rgb(242, 234, 223);, rgb(17, 19, 48);, rgb(235, 150, 235);, rgb(204, 204, 204);, rgb(0, 0, 0);",KNIT
마드모아 파인메리노울 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61691&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmp3UF0%3D,"(안티필링+파인메리노울) 여리한 쇄골라인을 연출해주는
페미닌한 실루엣의 매력적인 니트 ♥
(4color)",,,34500,,8,"rgb(0, 0, 0);, rgb(235, 202, 235);, rgb(235, 232, 228);, rgb(106, 112, 98);",KNIT
인타 라인 버튼 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61004&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=a2l3UF4%3D,"세련된 라인 배색에 흔하지 않게
고급스러운 분위기로 브랜드 감성 가득한!
(2color)",,,34500,,20,"rgb(226, 222, 207);, rgb(0, 0, 0);",KNIT
로랑쉬 골드버튼 브이넥 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59779&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmp9W11H,"극강의 부드러움으로 착용시 기부니가 너무 좋아요!
사이즈감까지 만족스런,단품으로 입기에도 좋은 가디건
(6color)",,,23500,,28,"rgb(250, 250, 250);, rgb(224, 214, 194);, rgb(220, 181, 199);, rgb(159, 191, 186);, rgb(130, 130, 130);, rgb(0, 0, 0);",KNIT
라글란 비스코스 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53709&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmx1W11A,"극찬이 자자한 소프트한 촉감!
간절기 베스트, 2컬러 이상 소장추천
(10color)",,,25000,,338,"rgb(204, 193, 173);, rgb(208, 166, 154);, rgb(158, 158, 160);, rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(159, 176, 184);, rgb(112, 142, 144);, rgb(238, 229, 179);, rgb(221, 57, 128);, rgb(172, 156, 192);",KNIT
애리스 카라 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55844&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bmx5W11B,"매시즌 스테디셀러! 차려입은듯한 디자인~
기본이면서도 은은한 카라 포인트
(6color)",,,27000,,273,"rgb(198, 193, 187);, rgb(0, 0, 0);, rgb(107, 107, 107);, rgb(168, 131, 131);, rgb(250, 249, 247);, rgb(145, 168, 163);",KNIT
레노 아가일 니트 조끼,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62855&xcode=049&mcode=003&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=aGt3UFo%3D,"셔츠나 티 위 다양하게 레이어드 하기 좋은 니트 조끼
아가일 패턴에 깔끔하고 클래식한 분위기
(3color)",,,19800,,4,"rgb(222, 140, 204);, rgb(63, 162, 204);, rgb(0, 0, 0);",KNIT
메르시 래글런 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61791&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=amp3UFs%3D,"파스텔 톤의 3가지 컬러♡ 데일리 웨어로
활용도 높은 하프 슬리브의 나글랑 스웨터 :)
(3color)",,,23000,,32,"rgb(219, 221, 217);, rgb(212, 168, 182);, rgb(176, 189, 208);",KNIT
칸토 라글란 후드 니트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62828&xcode=049&mcode=001&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bml3UFQ%3D,"니트가 주는 고급감과 후드가 주는 캐주얼 무드를 동시에
망토를 걸친 것 같은 아방하니 귀여운 핏의 후드 니트
(3color)",,,28500,,2,"rgb(235, 231, 206);, rgb(218, 186, 222);, rgb(17, 34, 66);",KNIT
에밀리 스트라이프 가디건,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62825&xcode=049&mcode=002&scode=&type=Y&sort=manual&cur_code=049&search=&GfDT=bm11W11N,"클래식한 스트라이프 배색 패턴에 금장 포인트
단품 또는 이너로 쭈~욱! 부드러운 착용감까지 굿!
(3color)",,,28500,,5,"rgb(151, 170, 191);, rgb(252, 251, 247);, rgb(38, 37, 69);",KNIT
