상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
모우 하이웨스트 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512332&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmp4W1hA,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006332.gif?1741068579,,54800,,1,"아이보리,크림, 핑크, 연카키, 블랙",0,PANTS > 반바지
레이어드 랩 스커트 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512297&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmt1W1hB,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006312.gif?1740448845,,39800,,1,챠콜,0,PANTS > 반바지
토니웰 수트세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512267&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm1%2FW1hC,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019172.gif?1739432699,148800,133900,10,0,,0,PANTS > 반바지
토니웰 핀턱 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512265&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmp8W1hD,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006302.gif?1739430004,,49800,,0,,0,PANTS > 반바지
루이벤 사이드 버틀 와이드슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512168&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Z2d3VVQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006272.gif?1737011241,,63800,,0,"연베이지, 코코아, 챠콜, 블랙",0,PANTS > 반바지
모직 투핀턱 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511680&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm53VVU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006182.gif?1730257950,,49000,,1,"브라운, 챠콜, 블랙",0,PANTS > 반바지
웨인 투핀턱 벨트 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511449&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm94W1lE,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006132.gif?1728036285,,39800,,1,"진베이지, 챠콜, 블랙",0,PANTS > 반바지
드라이픽스 덤블워싱 와이드 밴딩 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511396&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Z2V4UA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030070009492.gif?1726810690,,39800,,1,"베이지, 챠콜",0,PANTS > 반바지
실키 스판 롱 부츠컷 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511363&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Zm13VF4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006072.gif?1725956180,,58000,,8,"블랙, 베이지, 네이비",0,PANTS > 반바지
릴랙스 링클프리 스판 핀턱 세미와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511312&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm98W1lH,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006052.gif?1725338333,,49800,,7,"브라운, 블랙",0,PANTS > 반바지
데이브 핀턱 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511243&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Z213VFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006032.gif?1726736716,,72000,,3,"진한크림, 브라운, 블랙",0,PANTS > 반바지
로먼 투핀턱 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511211&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmZ3VFk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060006022.jpg?1724115859,,39800,,1,"진베이지, 챠콜, 블랙",0,PANTS > 반바지
리토 린넨 핀턱 하프 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510933&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=aGd3VFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005952.gif?1719227476,,34000,,17,"연베이지, 네이비",0,PANTS > 반바지
에어스트림 스트레치 배기 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510726&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Zm13VFs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030090018952.gif?1716453307,,39800,,2,네이비,0,PANTS > 반바지
[여우슬랙스]쿨 에센스 부츠컷 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510703&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=amd3VFQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0880010001062.gif?1716539859,,29800,,16,"그린, 블랙",0,PANTS > 반바지
[여우슬랙스]멜팅 쿨링터치 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510651&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmx4W1lN,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0880060001602.gif?1715830657,,49800,,9,"아이보리,크림, 챠콜",0,PANTS > 반바지
엘도라 핀턱 린넨 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510637&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm95W1w%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005902.gif?1715588318,,45000,,4,"아이보리,크림, 블랙",0,PANTS > 반바지
브로니 핀턱 와이드슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510585&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmd3UA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005892.gif?1715076361,,38000,,7,"베이지, 블랙",0,PANTS > 반바지
[여우슬랙스]에어텐션 투핀턱 하프 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510580&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=a2t3Uw%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0880070000412.gif?1715674863,,39800,,9,"연베이지, 라임",0,PANTS > 반바지
베넌 핀탁롱와이드슬랙스:,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510535&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmx0W18%3D,★사계절 원단으로 재입고★,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005862.gif?1716279891,,13900,30,3,"진한크림, 옐로우, 레드, 블랙",0,PANTS > 반바지
리버시 핀턱 벨트 와이드슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510494&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=amV5,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005852.gif?1714037280,,39800,,13,"베이지, 챠콜, 블랙",0,PANTS > 반바지
플레이그 투핀턱 린넨 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510492&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bml7W1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005842.gif?1714380840,,39800,,4,"연베이지, 베이지, 블랙",0,PANTS > 반바지
메이디 롱 부츠컷 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510391&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bml1W1o%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005812.gif?1717582170,,36000,,2,"진한크림, 챠콜, 블랙",0,PANTS > 반바지
크레이프 핀턱 와이드슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510295&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=am93Vg%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005802.gif?1712565182,,58000,,1,"아이보리,크림, 소라, 네이비",0,PANTS > 반바지
실키트윌 핀턱 벨트 와이드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510236&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=aGp3WQ%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005782.gif?1711965565,,49800,,4,"데님연청, 그레이",0,PANTS > 반바지
포브포켓 슬릿 부츠컷슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510231&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bmt9W1U%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005772.gif?1711964070,,58000,,0,"아이보리,크림, 베이지, 블랙",0,PANTS > 반바지
알타 핀턱 스트랩 와이드팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510229&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bm5%2FW11E,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0880040000832.gif?1711961996,,39800,,1,"베이지, 그레이",0,PANTS > 반바지
[SET15%]립포켓 노카라 레더 자켓+쇼에나 커브드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510110&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=bGh3UF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019412.gif?1744020731,125800,107000,15,0,,0,PANTS > 반바지
모더니즘 쫀득쫀쫀 핀턱 롤업 배기슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510001&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=a2t3UF4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005692.gif?1709718088,,49800,,2,"연베이지, 블랙",0,PANTS > 반바지
밀턴 쫀득쫀쫀 핀턱 와이드 뒷밴딩 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509981&xcode=049&mcode=005&scode=&type=Y&sort=manual&cur_code=049005&search=&GfDT=Zmh3UF8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0030060005682.gif?1724415032,,49800,,2,"베이지, 블랙",0,PANTS > 반바지
