상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
바인 A라인 남방,https://www.joamom.co.kr/shop/shopdetail.html?branduid=51012&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bm58W1U%3D,단정하면서도 세련된 조아맘 스타일 언제든 갖춰입은 느낌으로~ 분위기 굿^^ (2color),,,45000,,165,"rgb(255, 255, 255);, rgb(136, 160, 211);",남방
스테딘 스트라이프 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59944&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmt6W11E,봄시즌 꼭 필요한 스트라이프 딱 기본박시핏에 완성도 깔끔한 스테디아이템 (2color),,,39800,,22,"rgb(181, 201, 232);, rgb(247, 228, 247);",남방
[MADE] 시어서커 A라인 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61987&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bm19W11F,"뉴컬러출시♡ 피부에 달라붙지 않는 시원한 여름셔츠,
구긱 걱정 없는 시어서커 소재!
(3color)",,,39800,,61,"rgb(255, 255, 255);, rgb(147, 186, 225);, rgb(0, 0, 0);",남방
언발란스 린넨 워싱 블라우스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61910&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bGx3UF4%3D,"유연제 워싱을 거쳐 더욱 보들보들한 터치감
언발란스 기장으로 유니크한 포인트를 톡 !
(4color)",,59000,41300,30,0,"rgb(255, 255, 255);, rgb(149, 70, 42);, rgb(52, 72, 145);, rgb(0, 0, 0);",남방
[MADE] 슬로우 엠보 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61914&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bml1W11H,"티셔츠를 입은듯 편안한 루즈핏 셔츠,
쾌적한 착용감으로 구김 걱정 NO!
(3color/1,2)",,,39500,,13,"rgb(237, 234, 216);, rgb(186, 175, 117);, rgb(0, 0, 0);",남방
버드 셔링 밴딩 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58845&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmx5W11A,"사각사각~ 단정하고 깔끔한 핏감에
뒷밴딩으로 유니크하고 세련된 포인트!
(2color)",,,44000,,24,"rgb(0, 0, 0);, rgb(255, 255, 255);",남방
마리앙 퍼프소매 블라우스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62383&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=Z293UFk%3D,"볼륨감있는 퍼프소매가 포인트로
입었을때 실루엣이 정말 예뻐요♥
(3color)",,,53500,,0,"rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(209, 221, 235);",남방
러브 스트라이프 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60942&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bml7W11C,"폴리+면 혼방소재로 구김걱정없어요!
가을무드 물씬 묻어나는 컬러감으로 소장강추
(5color)",,,22800,,109,"rgb(94, 80, 65);, rgb(38, 44, 69);, rgb(212, 206, 195);, rgb(89, 38, 38);, rgb(54, 66, 59);",남방
[MADE] 피치기모 루즈핏 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60901&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmx5W11D,"피치기모로 탄탄한 코튼으로 만들어져
간절기에 셔츠 단품부터
오픈해서 걸치는 아우터까지 OK! (3color) *마리나블루 10/23 순차발송",,29000,20300,30,41,"rgb(145, 126, 78);, rgb(252, 252, 252);, rgb(83, 125, 163);",남방
[MADE] 폴링 피치기모 박시핏 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62264&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bm54W11M,"부드러운 피치기모로 지금부터 겨울까지~
#ootd 에 빠지면 서운한 셔켓 아이템 ♡
(4color)",,34500,17200,50,49,"rgb(255, 255, 255);, rgb(245, 172, 164);, rgb(124, 158, 196);, rgb(209, 201, 188);",남방
버기엔 베이직 남방,https://www.joamom.co.kr/shop/shopdetail.html?branduid=49882&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bm58W11N,촘촘한 단추 디테일 벌어짐 걱정NO! 쫀쫀한 신축성이 남방도 편안하게~ (S~L / 3color),,,24500,,781,"rgb(254, 255, 254);, rgb(174, 182, 202);, rgb(0, 0, 0);",남방
베이직 화이트 남방,https://www.joamom.co.kr/shop/shopdetail.html?branduid=27310&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmt%2FW15E,"기본 중의 기본~하나쯤 꼭 소장해야 할! 100%워싱코튼에 군더더기 없는 핏감! (F,L)",,,19000,,537,"rgb(254, 255, 254);",남방
포켓 데님 롤업 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60336&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmt9W15F,"유연하게 실키한 데님 소재로 개운하게!
특별한 유행없이 캐주얼하게 데일리로 굿
(2color)",,,,,35,"rgb(138, 164, 191);, rgb(35, 50, 81);",남방
크로쉐 레이스 자켓,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62072&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=aWd3U14%3D,"높은 퀄리티를 자랑하는 위빙 디테일 -
여성스러운 무드가 느껴지는 레이스 자켓
(4color)",,,,,4,"rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(135, 95, 66);, rgb(65, 79, 62);",남방
에어리 스트라이프 코튼 셔츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62123&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bmh3U18%3D,"얇직한 소재감으로 더위 걱정 없어요 !
따가운 햇살로부터 피부를 보호하기 좋아요
(2color)",,,,,2,"rgb(240, 235, 228);, rgb(74, 60, 53);",남방
[MADE] 수플레 와샤 블라우스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61710&xcode=063&mcode=005&scode=&type=X&sort=manual&cur_code=063005&search=&GfDT=bm16W15A,"전색상 입고완료♥ 안입은 듯 가벼운 착용감~
입고나면 더 마음에 쏙 드는 블라우스♡
(3color)",,,,,22,"rgb(242, 179, 204);, rgb(179, 188, 232);, rgb(0, 0, 0);",남방
