상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
가든 트리 마름모 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62826&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z2d3WA%3D%3D,"스카프로 한 끗, 더 센스있는 코디 완성♡
밋밋함을 덜어줄 포인트 아이템으로 추천드려요-
(2color)",,,10000,,1,"rgb(120, 166, 171);, rgb(158, 52, 28);",ACC
레이어드 울 니트 숄,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62422&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm1%2FW11E,"울 50%에 캐시미어 블랜딩 소재★
어깨위 포인트 톡- 스타일링 200% 채우기 !
(7color)",,,24000,,3,"rgb(250, 250, 247);, rgb(232, 230, 227);, rgb(143, 135, 129);, rgb(189, 42, 42);, rgb(31, 54, 24);, rgb(128, 125, 128);, rgb(0, 0, 0);",ACC
플로라 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60133&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Zmd3UF0%3D,"감각적인 프린팅에 멋스러운 컬러 조합으로
고급스럽게 포인트 주기 좋아요!
(3color)",,,10000,,62,"rgb(154, 181, 166);, rgb(216, 92, 28);, rgb(42, 153, 198);",ACC
볼드 하트 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60111&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm58W11G,요즘 대세! 볼드한 하트 팬던트로 트렌디하게 포인트 주기 좋아요 (2color),,,10000,,3,"rgb(136, 125, 80);, rgb(222, 222, 222);",ACC
체인링 타이 트윌리,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60018&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm15W11H,심플한 룩에 포인트 주기 좋은 세련된 체인 패턴으로 멋스러워요 (3color),,,6000,,58,"rgb(240, 189, 189);, rgb(220, 242, 242);, rgb(24, 26, 64);",ACC
하트 팬턴트 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62815&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aWZ3UFg%3D,"하트 심볼 팬던트로 러블리한 무드 UP!
특별한 무드를 더해드릴 포인트 하트목걸이♡
(2color)",,,14000,,2,"rgb(217, 217, 217);, rgb(196, 177, 135);",ACC
하운드 체크 마름모 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62488&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aW13UFk%3D,"깔끔하고 모던한 하운드투스 체크 패턴이
은은-하게 세련된 무드를 완성해드려요 :)",,,10000,,9,"rgb(0, 0, 0);",ACC
T타이 트윌리,https://www.joamom.co.kr/shop/shopdetail.html?branduid=57255&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmt%2FW11C,"고급스러움으로 스타일 업!
활용도 정말 높은 아이템이에요
(2color)",,,14000,,14,"rgb(245, 245, 245);, rgb(0, 0, 0);",ACC
로제 써클 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=52469&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmp4W11D,앞뒤 다른문양 세련된 팬던트 손쉬운 스타일링 포인트 UP! (2color),,,10000,,23,"rgb(208, 185, 140);, rgb(221, 221, 221);",ACC
메탈 웨이브 집게핀,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62487&xcode=069&mcode=005&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=ZmZ3UFU%3D,"심플하면서 무드있게 연출하실 수 있는
메탈 소재의 헤어핀 준비했어요
(2color)",,,8000,,0,"rgb(156, 156, 156);, rgb(227, 188, 91);",ACC
에르 미니백 벨트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62468&xcode=069&mcode=007&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmd3U1w%3D,"고급스러운 리얼 소가죽★
허전한 룩에 가볍게 더하기 좋은 아이템 :)
(2color)",,,55000,,0,"rgb(145, 89, 49);, rgb(0, 0, 0);",ACC
루프 꽈배기 바라클라바,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62458&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bGV%2FUA%3D%3D,"이젠 겨울 시즌 필수★밋밋함을 덜어줄
포인트 아이템으로 추천드려요 :)
(4color)",,,26500,,1,"rgb(252, 251, 250);, rgb(247, 243, 233);, rgb(209, 33, 33);, rgb(0, 0, 0);",ACC
스트라이프 실크 타이 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62370&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm17W15G,"실크 100% 특유의 광택감으로 고급스럽게!
모던한 무드의 스트라이프 스카프
(2color)",,,22800,,6,"rgb(255, 255, 255);, rgb(0, 0, 0);",ACC
플라워 마름모 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61716&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aGV%2FUg%3D%3D,"마름모 쉐입으로 똥손도 쉬운 스타일링
베이직한 룩에 포인트주기 좋아요:)
(2color)",,,10000,,9,"rgb(208, 15, 104);, rgb(180, 196, 186);",ACC
쭈리 포켓 숄,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60980&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z2t3U1g%3D,"문의폭주!센스있는 스타일을 완성 해 줄 숄 아이템,
덤블가공에 꼼꼼한 마감으로 퀄리티도 넘 좋아요
(4color)",,,25000,,5,"rgb(171, 113, 112);, rgb(255, 251, 250);, rgb(163, 163, 163);, rgb(0, 0, 0);",ACC
레터링 자수 골지 양말,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60105&xcode=069&mcode=009&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=a2d3U1k%3D,"사랑스러운 컬러감에 레터링 포인트
양말 하나만으로도 센스있는 룩 완성!
(3color)",,,6000,,1,"rgb(246, 247, 241);, rgb(201, 126, 147);, rgb(251, 243, 196);",ACC
로뎅 링 귀걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59777&xcode=069&mcode=002&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bml9W15C,깔끔한 디자인으로 데일리하게 클래식하고 모던한 무드로 부담 없어요 (2color),,,10000,,3,"rgb(176, 140, 62);, rgb(209, 209, 209);",ACC
스칼린 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58171&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Zmd3U1s%3D,가볍고 부드러운 원단감 차분한 컬러감이 포인트로 좋아요 (4color),,,14000,,71,"rgb(240, 235, 199);, rgb(237, 204, 204);, rgb(255, 255, 255);, rgb(0, 0, 0);",ACC
스트랩 폰 케이스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54611&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bWd3U1Q%3D,"폰케이스도 이젠 패션아이템이죠~
스트랩으로 휴대도, 사용도 편해!
(3color)",,16000,11200,30,2,"rgb(22, 59, 43);, rgb(112, 43, 112);, rgb(0, 0, 0);",ACC
솔리드 써클 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62816&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bWt3U1U%3D,"심플한 원형볼 팬던트&볼드한 크기로
은은한 화사함을 더해줄 데일리 포인트 목걸이:)
(2color)",,,10000,,0,"rgb(204, 204, 204);, rgb(232, 204, 151);",ACC
써클 심플 귀걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54371&xcode=069&mcode=002&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bml6W19E,깔끔한 라인으로 세련된 스타일 어디에나 두루두루 잘어울려요 (2color),,,10000,,11,"rgb(200, 200, 200);, rgb(219, 188, 142);",ACC
트리플 팬던트 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53699&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=a2x3Ul0%3D,트렌디한 느낌의 레이어드 목걸이 다양하게 연출할 수 있는 세트 상품! (2color),,,14000,,11,"rgb(168, 148, 98);, rgb(195, 195, 195);",ACC
호틴 패턴 스카프,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53691&xcode=069&mcode=003&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm56W19G,간편하게 두르기 좋은 매끈한 촉감 흔하지 않은 패턴으로 세련된 스타일링 (3color),,,12000,,237,"rgb(197, 96, 75);, rgb(191, 175, 145);, rgb(140, 134, 126);",ACC
베이직 골지 니삭스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=53429&xcode=069&mcode=009&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z253Ul8%3D,융 안감이 탁월한 보온성을~ 어디에나 신기 좋은 베이직함 (3color),,,4000,,17,"rgb(15, 15, 15);, rgb(34, 34, 34);",ACC
데일리 골지 양말,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62245&xcode=069&mcode=009&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Zmp3Ulg%3D,"딱 기본 중에 기본! 잔잔한 골지를 더해
데일리하게 즐기기 좋은 내추럴한 양말:)
(7color)",,,3000,,34,"rgb(255, 255, 255);, rgb(240, 232, 206);, rgb(194, 182, 157);, rgb(84, 68, 61);, rgb(196, 196, 196);, rgb(56, 56, 56);, rgb(0, 0, 0);",ACC
파리스 배색패치 볼캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62183&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm53Ulk%3D,"깔끔한 배색컬러 레터링 패치 포인트 !
다양하게 활용하기 좋아 자주 손이 가요~
(3color)",,,19800,,1,"rgb(247, 124, 163);, rgb(59, 64, 117);, rgb(0, 0, 0);",ACC
베이직 코튼 버킷햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62160&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aWh3Ulo%3D,"휘뚜루 마뚜루, 높은 활용도의 버킷햇 !
탄탄한 코튼 소재로 오래 즐기기 좋아요 :)
(6color)",,,14000,,1,"rgb(255, 255, 255);, rgb(242, 236, 225);, rgb(155, 198, 201);, rgb(255, 237, 166);, rgb(219, 180, 219);, rgb(0, 0, 0);",ACC
완벽커버 프릴 원피스 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62132&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm59W19D,"유니크한 패턴으로 포인트를 더한 수영복 !
몸매 결점 완벽 커버해주어 적극 추천 -
(3color)",,,23500,,1,"rgb(235, 211, 235);, rgb(130, 171, 224);, rgb(0, 0, 0);",ACC
셔링 벨크로 썬캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62109&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmp5W19M,"내추럴한 무드를 연출해주는 셔링 포인트
손 쉽게 탈착용이 가능한 벨크로 디테일 !
(3color)",,,18000,,4,"rgb(252, 250, 242);, rgb(227, 211, 191);, rgb(0, 0, 0);",ACC
클로버 밴딩 라피아 캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62110&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=ZmV%2BWA%3D%3D,"미니멀한 장식으로 포인트를 더한 캡 !
폭~신한 이마 쿠션으로 압박감도 없어요
(2color)",,,28500,,13,"rgb(0, 0, 0);, rgb(232, 214, 174);",ACC
마렌느 클래식 파나마햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62004&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bWl3UQ%3D%3D,"클래식하고 모던한 디자인-
모자 하나만으로도 멋스러운 룩 완성!
(3color)",,,31000,,0,"rgb(222, 218, 206);, rgb(173, 158, 140);, rgb(0, 0, 0);",ACC
스위티 토끼 키링,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60810&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm94W10%3D,"요즘대세! 보들보들~한 귀염뽀짝 토끼 키링!
가방이나 차키 등에 포인트로 강추!
(3color)",,,18000,,6,"rgb(0, 0, 0);, rgb(255, 140, 167);, rgb(133, 208, 255);",ACC
파인 비치 워터팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60745&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aWd3Uw%3D%3D,귀여운 패치 포인트에 기분까지 산뜻해지는 컬러감! 날아갈듯 가벼운 소재에 빠른건조로 물놀이 필수템 (1(55~66)~3(88) / 4color),,,25000,,17,"rgb(0, 0, 0);, rgb(171, 106, 126);, rgb(245, 245, 245);, rgb(19, 97, 99);",ACC
하트볼 롱 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60682&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z253Ug%3D%3D,입체감있는 하트 팬던트로 사랑스럽게 포인트 주기 좋은! (2color),,,10000,,8,"rgb(135, 111, 31);, rgb(194, 194, 194);",ACC
라피아 페도라 버킷햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60573&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm97W1g%3D,클래식하게 멋스러운 페도라 스타일의 라피아 모자! 브랜드st의 스터드 장식이 고급스럽게 포인트,,,57000,,0,"rgb(224, 212, 180);",ACC
체크 랩 원피스 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60419&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aG93VA%3D%3D,"체크 패턴으로 세련되게 포인트 있는
노출 부담을 확실하게 덜어준 원피스 수영복!
1(55~66),2(77~88)",,,42000,,4,"rgb(0, 0, 0);",ACC
레이스 랩 원피스 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60420&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aGh3Vw%3D%3D,"인생샷 남기기 좋은 로맨틱한 수영복! 하늘하늘 여성스러우면서도 노출부담 없어요! (M,L,XL / 2color)",,,42000,,4,"rgb(255, 255, 255);, rgb(0, 0, 0);",ACC
뮤이드 데님 버킷햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60314&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm97W1s%3D,"가볍게 푹-눌러쓰기 좋은 청량한 무드의 데님 버킷햇!
꾸안꾸템으로 강추
(3color)",,,20000,,7,"rgb(108, 155, 206);, rgb(27, 79, 143);, rgb(0, 0, 0);",ACC
루니카 지사 버킷햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60209&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm97W1Q%3D,고급스러운 로고포인트에 클래식한 디자인! 휴양지에서 포인트 아이템으로 활용도 굿! (2color),,,22000,,10,"rgb(0, 0, 0);, rgb(230, 224, 213);",ACC
헬렌카 라피아 썬캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60206&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm54W1U%3D,"휴양지나 여름 데일리 웨어 필수템!
쾌적한 라피아 소재에 돌돌말아 휴대하기에도 굿!",,,27800,,4,"rgb(240, 234, 221);",ACC
아먼트 라피아 썬캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60205&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aGx3UFw%3D,"탄탄한 라피아 소재로
뜨거운 햇빛으로 부터 얼굴 쏙~ 가려주는 썬캡!
(2color)",,,25800,,13,"rgb(0, 0, 0);, rgb(232, 213, 183);",ACC
네잎클로버 참 장식,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60199&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bWh3UF0%3D,작은 소품 하나로 트렌드한 감각 up! 산뜻한 두가지 컬러로 포인트 주기 좋아요. (2color),,,14000,,4,"rgb(68, 150, 70);, rgb(20, 39, 133);",ACC
트리밍 리본 머리핀,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60191&xcode=069&mcode=005&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z2h3UF4%3D,러블리하게 사랑스러운 무드를 더해 줄! 올록볼록한 트리밍으로 깔끔하게 완성도 업! (2color),,,10000,,3,"rgb(0, 0, 0);, rgb(242, 238, 228);",ACC
스토닝 큐빅 헤어핀,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60109&xcode=069&mcode=005&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=amd3UF8%3D,블링블링~큐빅 스톤 포인트로 고급스럽게! 얼굴빛 까지 화사하게 밝혀 주어요! (6color),,,9000,,11,"rgb(192, 192, 192);, rgb(155, 50, 114);, rgb(159, 121, 87);, rgb(120, 119, 116);",ACC
벨리아 원피스 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58784&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmx%2FW11A,"하나만 입어도 되는 일체형 수영복!
러블리한 실루엣에 체형커버까지 깔끔
(S~L)",,,95000,,1,"rgb(0, 0, 0);",ACC
르데이 자수 썬캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58645&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm90W11B,"시원하고 쾌적한 착용감에
여름 휴양지 룩에 포인트 주기 좋아요",,,32500,,1,"rgb(204, 190, 165);",ACC
레이스 퍼프 모노키니,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58604&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z2t3UFo%3D,러블리한 무드의 펀칭 레이스~ 라인감 예쁘게 살려주는 모노키니 (2color),,36000,22000,39,0,"rgb(0, 0, 0);, rgb(237, 235, 225);",ACC
자물쇠 체인 레이어드 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58532&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bWx3UFs%3D,베이직한 룩에도 센스있게 포인트 주기 좋은 디자인이에요 (2color),,12000,6000,50,8,"rgb(166, 128, 71);, rgb(227, 227, 227);",ACC
C로고 버킷햇,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58365&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmt%2BW11M,"가볍고 쾌적한 코튼 소재로
계절 상관없이 두루 쓰기 좋은 버킷햇
(4color)",,,18000,,33,"rgb(171, 144, 171);, rgb(153, 144, 135);, rgb(245, 245, 245);, rgb(0, 0, 0);",ACC
C 지사 썬캡,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58289&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=aWd3UFU%3D,"가볍게 쓰기 좋은 지사 소재
C 로고로 밋밋함 없는 포인트 썬캡
(2color)",,,18000,,16,"rgb(255, 255, 255);, rgb(207, 196, 178);",ACC
동글 라탄 롱 목걸이,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56987&xcode=069&mcode=001&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=amd3U1w%3D,스타일의 완성도를 높여주어요 무드있는 라탄 롱 목걸이 (2color),,,16000,,15,"rgb(245, 243, 240);, rgb(59, 92, 54);",ACC
랩 원피스 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56817&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Zmx3U10%3D,커버업 없이 하나만 가볍게! 날개소매로 군살커버까지 톡톡히 (M~XL / 2color),,,36000,,10,"rgb(144, 174, 200);, rgb(0, 0, 0);",ACC
리볼렌 레더 시계,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54555&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bG93U14%3D,탄탄한 소가죽으로 오래도록~ 손목이 허전할 때 포인트로 굿! (3color),,,31000,,2,"rgb(96, 58, 49);, rgb(173, 63, 62);, rgb(216, 191, 187);",ACC
썸머 14k 팔찌&발찌 2종,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54538&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Z2x3U18%3D,"14k 골드볼, 고급진 느낌 그대로~ 매듭디자인으로 사이즈 조절 가능해요 (4color)",,,14000,,15,"rgb(254, 157, 188);, rgb(183, 0, 33);, rgb(17, 19, 76);, rgb(12, 11, 7);",ACC
러브 나시 래쉬가드,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54431&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=ZmV%2FVQ%3D%3D,"유니크한 프린팅으로 포인트 여유핏에 신축성까지 대박 (M,XL / 2color)",,,24500,,23,"rgb(255, 255, 255);, rgb(0, 0, 0);",ACC
마가렛 레이스 덧신,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54294&xcode=069&mcode=009&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bm93U1k%3D,안정감 있게 감싸주는 라인 가슬거림 없는 부드런 원단 (4color),,,3000,,76,"rgb(195, 195, 195);, rgb(255, 255, 227);, rgb(255, 255, 255);, rgb(0, 0, 0);",ACC
리프 라인 모자,https://www.joamom.co.kr/shop/shopdetail.html?branduid=52397&xcode=069&mcode=006&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=Zm53U1o%3D,"은근한 포인트로 밋밋하지 않게!
탄탄한 쉐입이 멋스러운 스타일 유지~
(4color)",,,16000,,106,"rgb(211, 196, 166);, rgb(255, 255, 255);, rgb(177, 137, 83);, rgb(0, 0, 0);",ACC
워터 치마 레깅스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=50631&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bml8W15D,찹찹한 소재감이 한여름에도 Good 플레어 스커트로 부담스럽지않게!! (M~XXL),,,18000,,16,"rgb(0, 0, 0);",ACC
베르 누디 덧신,https://www.joamom.co.kr/shop/shopdetail.html?branduid=50568&xcode=069&mcode=009&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmx%2FW15M,슬림한 디자인으로 깔끔하게 실리콘처리로 벗겨짐 걱정 없어요 (3color),,,3000,,85,"rgb(239, 224, 204);, rgb(0, 0, 0);, rgb(169, 134, 100);",ACC
카엘리 수영복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=47965&xcode=069&mcode=004&scode=&type=X&sort=manual&cur_code=069&search=&GfDT=bmx8W15N,비키니가 부담스러운 미시분들을 위한!! 미운 군살들은 쏙쏙-여성스러움은 UP~ 앞 뒷태 자꾸만 보여주고싶은 원피스형 비키니 (L~XL),,,32500,,38,"rgb(0, 0, 0);",ACC
